text,political_inclination
"RT @rumblevideo: BREAKING NEWS: @DineshDSouza film “2000 Mules” grossed more revenue on Locals &amp; Rumble than any other medium for his film,…",conservative
"NEW!

President Donald J. Trump:

“…Dr. Oz is the only one who will be able to easily defeat the Crazed, Lunatic Democrat in Pennsylvania. A vote for anyone else in the Primary is a vote against Victory in the Fall!” https://t.co/l2nR93wAP1",conservative
"A) Why go to multiple drop boxes?
B) Why go between 1-4 a.m.?
C) Why wear surgical gloves?
D) Why take photos of the ballots going into the box?

Yep, we all know why. The Fake Checkers think you’re stupid!

https://t.co/Ri03oKZYFp",conservative
RT @EricTrump: Come join us today! Now at the App Store! #MakeAmericaGreatAgain https://t.co/igD6vGir4O,conservative
RT @EricTrump: Proud to announce the record-breaking sale of the Trump D.C. The transaction marks the highest price per key ever achieved i…,conservative
"It’s intentional. 

https://t.co/EdMwA0oDTh",conservative
America is sick of the Democrats and what they’re doing to our beloved Country https://t.co/QV9BlsnrkT,conservative
"We could use a little ultra MAGA right about now 

https://t.co/Uv0jFJdhOL",conservative
"RT @JoeTalkShow: What really happened in 2020?  How does #PresidentTrump have the energy to continue to draw huge crowds, and what goes int…",conservative
"RT @StephenM: There’d of course be no formula shortage if 45 were in office. But pretending there was: he’d have instantly issued EO, broug…",conservative
"They’re never going to be able to get past this because the people aren’t

#2000Mules https://t.co/JhidjLrDvh",conservative
you all you need to know about what you are getting in Georgia—just a continuation of bad elections and a real RINO if you vote for Brian Kemp.”,conservative
"NEW!

President Donald J. Trump:

“Today, the worst ""election integrity"" Governor in the country, Brian Kemp, loaded the great state of Georgia up with RINOs. That's right, he had them all. Chris Christie, Doug Ducey from Arizona, and Pete Ricketts from Nebraska. That tells… https://t.co/honZ35cH2u",conservative
"RT @realTanyaTay: 1980: I bet there will be flying cars in the future. 

2022: https://t.co/jZmm5XWAd3",conservative
now on two great platforms where the Radical Left cannot censor it or take it down. Watch at https://t.co/d6EBwmuZOj or https://t.co/Jl9EKLmW44.”,conservative
"NEW!

President Donald J. Trump:

“""2000 Mules"" is now available for digital download. Every American must see this movie. It's the most important political documentary ever made, because it reveals with irrefutable proof what really happened in the 2020 Election. The film is… https://t.co/8zLP1qD7Db",conservative
"RT @RepMTG: In the America LAST $40 BILLION Ukraine FIRST bill that we are voting on tonight, there is authorization for funds to be given…",conservative
"If they won’t do it, we will

#ripcord 

https://t.co/kL53mYg2Cj",conservative
"Govt used the same technology to track everyone and their grandmother on Jan. 6, but the FBI can’t use it to bust massive ballot trafficking rings used to steal elections? https://t.co/U3ZgLuCgPP",conservative
RT @TomFitton: The #2000Mules movie presents serious evidence of voter fraud that must be followed up by law enforcement.,conservative
"Bring in the RINO reinforcements! 🤣

They are so worried, Vote David Perdue!

https://t.co/KSphb9GL77",conservative
https://t.co/nzZy92CNEC,conservative
"RT @StephenM: And, meanwhile, not a penny for our evaporated border — or a single measure to reverse its annihilation.",conservative
RT @WildFireManNate: 1 person on 1 day in Atlanta visits 28 drop boxes and 5 non-profit organizations. https://t.co/zSqo6FyInZ,conservative
"RT @JoeTalkShow: Do NOT miss @realLizUSA up next.  We talk about why so many are so afraid of #2000Mules, Trump's never-ending energy, the…",conservative
"RT @RepMTG: No baby formula, but… https://t.co/hRsLI4rMKB",conservative
"They knew Carter Page was a U.S. asset, they knew Gen. Flynn was spying for us. They lied anyway.

And now they’re trying to punish Gen. Flynn for what they did. So corrupt!

https://t.co/14zCgNfKP3",conservative
RT @JoeTalkShow: Show time!  @realLizUSA breaks down what happened in 2020 as we talk #2000Mules plus 45 out doing rallies plus Tracy Beanz…,conservative
"NEW!

President Donald J. Trump announces his Endorsement of Congressman Mike Kelly https://t.co/QALoUIRZx8",conservative
"NEW!

President Donald J. Trump announces his Endorsement of Congressman Guy Reschenthaler https://t.co/l7uejpuZjJ",conservative
"NEW!

President Donald J. Trump announces his Endorsement of Congressman Lloyd Smucker https://t.co/MlnsbCsSIw",conservative
"NEW!

President Donald J. Trump announces his Endorsement of Congressman Scott Perry https://t.co/TUBuXioZol",conservative
"NEW!

President Donald J. Trump announces his Endorsement of Congressman Andy Barr https://t.co/2Ifn2Naa5H",conservative
"NEW!

President Donald J. Trump announces his Endorsement of Congressman Hal Rogers https://t.co/JJ0QA63ZiF",conservative
"NEW!

President Donald J. Trump announces his Endorsement of Congressman Thomas Massie https://t.co/5CgV7rjpYH",conservative
"NEW!

President Donald J. Trump announces his Endorsement of Congressman Brett Guthrie https://t.co/mbrnhxcV4j",conservative
"NEW!

President Donald J. Trump announces his Endorsement of Congressman James Comer https://t.co/VAL7W6o1Bx",conservative
"Brian Kemp is so scared he had to start his own bus tour 😂🤣😂

Don’t believe the Fake polls! We got this, vote @DavidPerdueGA! https://t.co/GBl64j5ccU",conservative
RT @JRMajewski: President Trump called me up on stage out of the blue! #OH09 he’s all in with us to take back our District for the 1st time…,conservative
A fake set for a fake president https://t.co/sclvL7YBH0,conservative
RT @DonaldJTrumpJr: You can’t find baby formula in the United States right now but Congress is voting today to send $40 billion to Ukraine.…,conservative
"RT @RepMTG: We swore an oath to serve the United States of AMERICA.

Not the United States of Ukraine.

American mothers can’t buy baby for…",conservative
RT @grandoldmemes: https://t.co/WZb7vrCScc,conservative
"Not only did True the Vote bust the criminal Democrat organized vote trafficking cartel wide open, they solved a murder!

Heroes! https://t.co/mcm84hStCy",conservative
"See you tonight at 8 eastern on Life, Liberty &amp; Levin
https://t.co/T5bESMAYYS",conservative
"Whether it’s inflation, food shortages, or energy prices, you are blamed for the failings of the ruling class. Listen to the Mark Levin Show podcast for free here.
https://t.co/XkYYQPyPql https://t.co/xQAIsxQIsi",conservative
"Charles Payne &amp; Richard Goldberg tonight on Life, Liberty &amp; Levin
https://t.co/sehU0L0Uxi",conservative
"Sunday night on Life, Liberty and Levin https://t.co/92oIZejflo",conservative
"Uh hello … this will help the Democrats in the general in PA.  Great job Chuck Cooper, the lawyer behind this ploy, if you’re a Democrat!
https://t.co/61AcoTRYNK",conservative
"My radio show will still be airing at 8 PM eastern on Thursday.  Just listen to my show rather than watch the Stalinist Jan. 6 hearing.
https://t.co/K4g5FgUKbh",conservative
"Now for something completely different
https://t.co/LkzvQ5bKN2",conservative
"Mo Brooks for Senate!
https://t.co/58r9IhLIXb",conservative
"This Sunday 8 PM eastern on Fox!
https://t.co/Oo1otinLWM",conservative
"January 6 committee isn’t supposed to be a part of a DOJ criminal investigation, but it is. Listen to the Mark Levin show now for free. 
https://t.co/XkYYQPznfT https://t.co/c8DHj1SOxm",conservative
"Stalinist Media Matters promotes arresting Democrat Party opponents and putting them in leg irons and handcuffs
https://t.co/SMkAS9vonj",conservative
"Drudge increasingly irrelevant, obsessively trashing Musk, DeSantis, McCarthy
https://t.co/Lc5bg1R1Ta",conservative
"Brand new on Life, Liberty &amp; Levin this Sunday on Fox at 8 PM eastern!  Don’t miss it!  If you can’t watch it Live, you can DVR the show!  See you then!
https://t.co/olb7XkeR9o",conservative
Shocking https://t.co/rHNQSZIsBB,conservative
"These Marxist experts are ignorant. Join us on LevinTV.
https://t.co/nGgZ1GMj2E",conservative
"Not once did Biden mention how to protect school buildings in his gun control speech. Listen to the Mark Levin Show podcast for free now.
https://t.co/RQLYMbaprH https://t.co/N59aeo39SW",conservative
"Racist Media Matters and its war on America
https://t.co/MVat11r8vo",conservative
"The increased cost of every gallon of gas that you pay for is squarely Biden's fault. Subscribe to the Mark Levin Show podcast for free here.
https://t.co/r0kZr3GU8M https://t.co/xSLo6yfTI1",conservative
"Secure My School Now
https://t.co/QyLrgObbpw",conservative
"Watch the swift and phenomenal defense by the staff at Princess Bride Diamonds on LevinTV
https://t.co/q72Qp5mkIi",conservative
"Biden is no Reagan
https://t.co/zvR4O0tl5W",conservative
The Michael Sussman not guilty verdict was jury nullification. Listen to the Mark Levin Show podcast for free here. https://t.co/gA2C4BdPhH https://t.co/TVRiYaPp9F,conservative
"Why aren't we seeing any coverage of this in American media? 
https://t.co/1tfZ21L4mx",conservative
"The jury ignored the facts, but you should not
https://t.co/yEDlklVy7i",conservative
"Now available in Spanish, too! https://t.co/yK4r58NQk7 https://t.co/yLvEhTyDRf",conservative
"Populist and isolationist agendas must be rejected because there isn't a single example of pacifism ever succeeding in the face of aggression. Listen to the Mark Levin Show podcast for free now. 
https://t.co/ay3mLkl568 https://t.co/Apuxf3KiK0",conservative
"Pelosi’s attorney, Paul did nothing wrong
https://t.co/TDIzpbt056",conservative
Calling fellow patriots!  Let’s please support this outstanding group and cause and sign the thank you card! https://t.co/sfl044SMAN,conservative
Canada is gone https://t.co/QhJg5nw9o6,conservative
"Biden lies and propagandizes, again https://t.co/f6cC6xImRL",conservative
DUI is far more dangerous than parading on the Capitol grounds. Paul Pelosi could’ve killed someone. They better throw the book at him.,conservative
"Dan Abrams Mediate in full propaganda mode
https://t.co/1vwrn1mMmZ",conservative
"Memorial Day, we honor our courageous heroes who sacrificed their lives for our freedom
https://t.co/Ft3MaG2N54",conservative
